Timestamp,DS18B20_01,DS18B20_02,DS18B20_03,DS18B20_04,Humedad_01,Humedad_02,TemperaturaDHT_01,TemperaturaDHT_02,UV_01,UV_2,UV_03,UV_04
2026-02-26 12:24:29,20.875,21.0625,20.6875,20.9375,34.2,35.2,23.5,23.2,1,2,1,0
