Timestamp,DS18B20_01,DS18B20_02,DS18B20_03,DS18B20_04,Humedad_01,Humedad_02,TemperaturaDHT_01,TemperaturaDHT_02,UV_01,UV_2,UV_03,UV_04
2026-02-19 10:54:01,20.6875,20.6875,20.375,21.0,33.3,34.1,24.0,23.5,1,2,1,0
2026-02-19 10:55:00,29.875,31.0625,29.5,31.0625,32.6,33.7,24.0,23.6,0,2,1,0
2026-02-19 10:55:59,29.0,29.9375,28.875,29.8125,33.1,33.9,24.0,23.6,0,2,1,0
2026-02-19 10:56:58,27.25,27.625,26.6875,27.5625,32.6,33.3,24.1,23.7,1,2,1,1
