Timestamp,DS18B20_01,DS18B20_02,DS18B20_03,DS18B20_04,Humedad_01,Humedad_02,TemperaturaDHT_01,TemperaturaDHT_02,UV_01,UV_2,UV_03,UV_04
2026-02-26 11:50:24,20.4375,20.875,20.4375,20.25,,,,,,,,
